track,quarter_region,available_quarters,operating_label,years,annualized_abs_error_sum_eok,annualized_wape_pct,annualized_max_ape_pct,cumulative_wape_pct,cumulative_max_ape_pct
recursive_no_target_actual,서울,4,공표 후 정밀화,5,74057.18770730495,0.29078731663153057,0.5012057963349404,0.29078731663153057,0.5012057963349404
recursive_no_target_actual,세종,1,1분기+1개월,5,27278.13403092863,3.5332823093497203,5.685720473840164,1.7806851465124667,5.0881239591171035
recursive_no_target_actual,세종,2,1~2분기+1개월,5,19401.92815970583,2.5130930677382937,4.18121659023377,1.2430090699229255,4.158312812253737
recursive_no_target_actual,세종,3,1~3분기+1개월,5,16286.352057050739,2.109538707514732,2.9822602503338422,1.3627173111258157,3.1458410242564647
recursive_no_target_actual,세종,4,공표 후 정밀화,5,12363.13372677975,1.6013720599593624,3.191801745206068,1.6013720599593624,3.191801745206068
recursive_no_target_actual,울산,1,1분기+1개월,5,138599.08809669735,3.5441755349915707,6.122206204398246,2.945966161514706,4.908158821944349
recursive_no_target_actual,울산,2,1~2분기+1개월,5,120501.86810970714,3.081403916432995,5.19785821939952,4.624502361272403,5.850321218351106
recursive_no_target_actual,울산,3,1~3분기+1개월,5,115659.40790113271,2.9575753311509207,4.6804310665122975,3.586417648738361,4.539472568153117
recursive_no_target_actual,울산,4,공표 후 정밀화,5,123902.61625707592,3.168365876645629,4.485880186137817,3.168365876645629,4.485880186137817
recursive_no_target_actual,인천,1,1분기+1개월,5,197308.39879410726,3.581564625386506,5.1981264870249,2.554313246845614,4.855094057523149
recursive_no_target_actual,인천,2,1~2분기+1개월,5,169144.53076751146,3.070330871250328,4.591266760702978,2.702775109898519,4.809219840849027
recursive_no_target_actual,인천,3,1~3분기+1개월,5,154646.0891193552,2.8071534999492047,4.18541923709782,2.8419055957704824,4.779077990442771
recursive_no_target_actual,인천,4,공표 후 정밀화,5,160314.77634655044,2.910052158948961,4.354441950286815,2.910052158948961,4.354441950286815
recursive_no_target_actual,전남,1,1분기+1개월,5,72382.19662276155,1.6755207183565157,4.219559787412923,1.478215776205843,2.0684841748201883
recursive_no_target_actual,전남,2,1~2분기+1개월,5,60903.83843277185,1.4098168870638756,3.7904656367034946,1.490072170414116,2.738175087499389
recursive_no_target_actual,전남,3,1~3분기+1개월,5,66802.76756289089,1.546366735435335,3.9344067661941753,1.392254114822348,2.293135033308562
recursive_no_target_actual,전남,4,공표 후 정밀화,5,61543.73548910895,1.424629379990776,3.222980649512667,1.424629379990776,3.222980649512667
recursive_no_target_actual,전북,1,1분기+1개월,5,82227.41557814146,2.7941922531003183,5.018853847239935,3.5150046538738073,4.873212580237909
recursive_no_target_actual,전북,2,1~2분기+1개월,5,76380.33476256789,2.595501003919549,3.647436270876737,2.3468769364337008,3.5010200521952894
recursive_no_target_actual,전북,3,1~3분기+1개월,5,73704.33974006411,2.504567286635082,3.5009724613554427,2.5174677270135253,3.8914674834841207
recursive_no_target_actual,전북,4,공표 후 정밀화,5,61298.99303010269,2.0830178139892195,3.345378172425653,2.0830178139892195,3.345378172425653
recursive_no_target_actual,제주,1,1분기+1개월,5,21313.636696060916,1.8084104905599359,2.728024646366254,2.29893515981114,4.902783923691179
recursive_no_target_actual,제주,2,1~2분기+1개월,5,18892.49785006515,1.602982719098948,2.8207060630218233,1.8377599009020404,2.6433077140727352
recursive_no_target_actual,제주,3,1~3분기+1개월,5,19271.02425677204,1.6350997686013082,3.3836534779970284,1.6717087533980164,3.2388620087451323
recursive_no_target_actual,제주,4,공표 후 정밀화,5,19924.84340395109,1.6905747408713412,3.3235144102018817,1.6905747408713412,3.3235144102018817
recursive_no_target_actual,충남,1,1분기+1개월,5,167337.06439675344,2.5137365236670517,5.257741604511525,2.3326091465821595,4.168364999936995
recursive_no_target_actual,충남,2,1~2분기+1개월,5,123560.45886429492,1.8561245797393373,4.3840244971871964,2.1923048076780494,5.76853788722862
recursive_no_target_actual,충남,3,1~3분기+1개월,5,125574.7088648337,1.8863826329232138,5.013240079821371,1.7794968359717396,4.64664793228826
recursive_no_target_actual,충남,4,공표 후 정밀화,5,132557.62196243927,1.9912799176839038,4.956088603160621,1.9912799176839038,4.956088603160621
recursive_no_target_actual,충북,1,1분기+1개월,5,126206.85886267317,3.0491660107814385,9.384249795995599,3.5778690278203316,7.98353679026297
recursive_no_target_actual,충북,2,1~2분기+1개월,5,107479.6202977231,2.596714695356697,8.072839978347238,2.8253956388969534,6.931858984344211
recursive_no_target_actual,충북,3,1~3분기+1개월,5,110637.4260302675,2.6730074895447076,7.452547546872015,3.0013973866623878,6.445741929685118
recursive_no_target_actual,충북,4,공표 후 정밀화,5,121329.11954026273,2.931319507941767,6.763306025576184,2.931319507941767,6.763306025576184
