quarter_region,province_full,city,year,predicted_eok,actual_eok,abs_error_eok,ape_pct
전남,전라남도,광양시,2022,101927.27598079407,94090.77,7836.505980794071,8.328666011335724
전남,전라남도,광양시,2023,98099.0222164736,98858.34999999999,759.3277835263871,0.7680967601890859
전남,전라남도,구례군,2021,5182.9078444086335,5049.92,132.98784440863346,2.6334643798046993
전남,전라남도,구례군,2022,5235.643144143985,5341.76,106.11685585601481,1.9865522946746916
전남,전라남도,구례군,2023,5464.562053583828,5692.87,228.30794641617194,4.010419110504402
전남,전라남도,나주시,2021,41636.066666707644,40370.07,1265.9966667076442,3.1359783788030198
전남,전라남도,나주시,2022,41636.39766210014,41804.43,168.03233789985825,0.40194864013181913
전남,전라남도,나주시,2023,42697.788487691636,41981.5,716.288487691636,1.7062003208356917
전남,전라남도,담양군,2021,13855.206273578198,14460.53,605.3237264218023,4.18604108163257
전남,전라남도,담양군,2022,14985.77356240096,14295.82,689.9535624009604,4.826260839888586
전남,전라남도,담양군,2023,14649.407495122785,14487.13,162.2774951227857,1.12014936790645
전남,전라남도,목포시,2021,47086.628538475605,47133.25,46.62146152439527,0.09891416680240651
전남,전라남도,목포시,2022,49107.919975162455,47567.06,1540.859975162457,3.239342467586723
전남,전라남도,목포시,2023,49007.48096956594,46754.99,2252.4909695659444,4.8176482757582555
전남,전라남도,무안군,2021,31727.21020783145,30527.8,1199.41020783145,3.928911378584274
전남,전라남도,무안군,2022,31454.365063645517,32758.48,1304.1149363544828,3.9809995346380016
전남,전라남도,무안군,2023,33334.13676693067,34488.11,1153.9732330693296,3.3460031096784646
전남,전라남도,보성군,2021,7926.0377983157705,7671.48,254.55779831577092,3.318235833447665
전남,전라남도,보성군,2022,7956.341553633511,7639.2,317.14155363351074,4.151502168204926
전남,전라남도,보성군,2023,7817.119699590782,7555.06,262.05969959078175,3.468664704062995
전남,전라남도,순천시,2021,61657.12728794749,59702.0,1955.1272879474927,3.2748103714238934
전남,전라남도,순천시,2022,61824.06429148843,59370.53,2453.5342914884313,4.132579398379013
전남,전라남도,순천시,2023,60562.38609646525,61955.83,1393.4439035347532,2.2490924639937084
전남,전라남도,신안군,2021,8877.715499359716,9652.02,774.3045006402845,8.022201576874938
전남,전라남도,신안군,2022,9984.683460959512,8878.97,1105.7134609595123,12.453172619791625
